species,common_name,mass,freq,folk_generic,folk_specific,clements_group,prototype,group_size_folk_generics,group_size_folk_specific,group_size_clements,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,Beak_PC1,Beak_PC2,Beak_PC3,Beak_PC4,Realm,TrophicLevel,TrophicNiche,ForagingNiche
Mycteria americana,Wood Stork,2554.47,834,NA,NA,NA,NA,NA,NA,NA,6.407525775,-1.514815368,0.420973424,-0.199877628,0.9669114109999999,0.14319954099999999,0.18124685199999999,-0.30965296,0.013413014,4.406401879,0.702923273,0.133285284,-0.004497353,Neotropic,Carnivore,Aquatic predator,Aquatic ground
Zentrygon albifacies,White-faced Quail-Dove,0.0,289,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Piranga bidentata,Flame-colored Tanager,36.07,428,NA,NA,NA,NA,NA,NA,NA,-0.060652102,-0.327458562,-0.47802248799999997,0.166344234,0.09383327300000001,-0.052396588,0.01776376,-0.045668546,0.03323413,0.356579242,-0.329332298,0.019665778999999998,0.037432386,Neotropic,Omnivore,Invertivore,Invertivore glean arboreal
Sula nebouxii,Blue-footed Booby,1520.09,129,NA,NA,NA,NA,NA,NA,NA,5.08145401,-1.158392673,0.055329616,-0.033535396,-0.23843439,0.008469639000000001,0.15812311199999998,-0.22999050399999998,-0.151863204,3.3611595939999996,0.289282659,0.21036981899999999,0.18612746,Neotropic,Carnivore,Aquatic predator,Aquatic plunge
Deltarhynchus flammulatus,Flammulated Flycatcher,17.2,261,NA,NA,NA,NA,NA,NA,NA,-1.120086993,-0.195912425,-0.430290567,-0.053065489,0.054105952,-0.04318879,0.399583605,0.003906639,0.026941265,-0.322506097,-0.155998765,0.398602436,0.001507818,Neotropic,Carnivore,Invertivore,Invertivore sally surface
Trogon collaris,Collared Trogon,65.43,555,NA,NA,NA,NA,NA,NA,NA,0.249279613,-0.041312186,-0.57618562,0.159830622,-0.671110469,-0.29915431800000003,0.0030488000000000004,0.043485508,0.041291662,0.171230219,-0.464381175,0.039163475,-0.010106065,Neotropic,Omnivore,Invertivore,Invertivore sally surface
Riparia riparia,Bank Swallow,12.68,122,NA,NA,NA,NA,NA,NA,NA,-2.238286568,0.75047652,-0.21437081300000002,0.021023365,-0.540603797,0.320384365,0.231216415,-0.12396961699999999,-0.058311765,-1.742642104,-0.34471637200000005,0.302191288,0.04624979,Palearctic,Carnivore,Invertivore,Invertivore aerial
Onychorhynchus coronatus,Royal Flycatcher,14.0,36,NA,NA,NA,NA,NA,NA,NA,-1.228562702,-0.6716292429999999,-0.238770567,0.013546178,0.057572729,0.11832562699999999,0.436588109,0.0032869220000000003,0.08954245599999999,0.009879315,0.059356572,0.44778622100000004,0.00409562,Neotropic,Carnivore,Invertivore,Invertivore sally air
Parkesia noveboracensis,Northern Waterthrush,0.0,477,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Euphonia hirundinacea,Yellow-throated Euphonia,14.0,575,NA,NA,NA,NA,NA,NA,NA,-1.926530677,0.158944153,-0.081113677,0.672761886,-0.093512052,0.142929053,0.022767594,0.00645718,0.054118954000000004,-0.928535145,-0.537161928,0.037275594,0.002680534,Neotropic,Herbivore,Frugivore,Fugivore glean
Sporophila funerea,Thick-billed Seed-Finch,0.0,94,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Tyrannus melancholicus/couchii,Tropical/Couch's Kingbird,0.0,160,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Patagioenas flavirostris,Red-billed Pigeon,270.81,973,NA,NA,NA,NA,NA,NA,NA,1.443743709,1.049594869,0.253795395,-0.348208467,-0.6844374740000001,-0.065469853,-0.31860267800000003,0.233661759,0.121374599,-0.362396225,0.093120572,-0.31157514,-0.250720593,Neotropic,Herbivore,Frugivore,Fugivore glean
Piranga sp.,tanager sp. (Piranga sp.),0.0,31,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Nycticorax nycticorax,Black-crowned Night-Heron,810.0,428,NA,NA,NA,NA,NA,NA,NA,3.970505947,-0.608218901,0.562430679,-0.022035887999999997,0.22115890600000002,0.224539292,-0.042673833,0.01012409,0.031758309,2.37616403,0.48079618799999996,-0.05226955900000001,-0.037395831000000004,Neotropic,Carnivore,Aquatic predator,Aquatic ground
Aimophila rufescens,Rusty Sparrow,34.3,611,NA,NA,NA,NA,NA,NA,NA,-0.288606174,-0.164237527,-0.351596855,0.358391849,0.300814538,-0.211623748,-0.13604031,-0.023080353999999997,-0.020644552,0.154489604,-0.42425097100000003,-0.163428052,0.059844759000000004,Neotropic,Herbivore,Omnivore,
Microrhopias quixensis,Dot-winged Antwren,7.9,6,NA,NA,NA,NA,NA,NA,NA,-2.150350396,-0.34547852799999995,-0.174671104,-0.040886198,0.259653139,-0.081751717,0.11909311199999999,-0.06467237099999999,0.033174783,-0.698413657,0.050075141,0.10430505400000001,0.025898234,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Ramphocelus passerinii,Scarlet-rumped Tanager,32.0,35,NA,NA,NA,NA,NA,NA,NA,-0.36527023200000003,-0.240041363,-0.38722387799999997,0.301001155,0.158012186,-0.158603401,0.148585419,-0.013131114,-0.043464945,0.15053729400000002,-0.37880926200000004,0.13752418800000002,0.07669556400000001,Neotropic,Omnivore,Omnivore,
Geothlypis nelsoni,Hooded Yellowthroat,11.0,148,NA,NA,NA,NA,NA,NA,NA,-2.082560968,0.23367936399999997,0.045205722999999996,-0.20719172800000002,0.290574652,-0.199355637,-0.087745774,0.008610605,-0.059816197,-1.213517014,0.144688201,-0.12197839099999999,0.030334831,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Colaptes rubiginosus,Golden-olive Woodpecker,55.79,309,NA,NA,NA,NA,NA,NA,NA,0.408126444,-0.34261807,-0.059863375999999996,-0.135837233,-0.024448341000000002,0.19933260600000002,0.128907521,0.110629435,-0.036411173,0.44801540000000006,0.16554949,0.150036243,0.088364514,Neotropic,Carnivore,Invertivore,Invertivore bark
Catharus guttatus,Hermit Thrush,30.1,1144,NA,NA,NA,NA,NA,NA,NA,-0.782499573,0.406615923,0.213576767,-0.329493945,0.251562251,-0.029408835,0.006397747,-0.076492728,0.06292516599999999,-0.7604430879999999,0.249429137,-0.027518767000000003,-0.13728583800000002,Nearctic,Omnivore,Invertivore,Invertivore ground
Hydroprogne caspia,Caspian Tern,0.0,461,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Calidris alba,Sanderling,51.71,269,NA,NA,NA,NA,NA,NA,NA,-0.125455346,-0.279397434,0.8149946090000001,-0.37218231399999996,-0.138162232,0.168353332,-0.062155221,-0.128626598,-0.063284374,-0.035034095,0.850304359,-0.034450081,0.051452032,Nearctic,Carnivore,Aquatic predator,Aquatic ground
Rhynchocyclus brevirostris,Eye-ringed Flatbill,24.3,129,NA,NA,NA,NA,NA,NA,NA,-0.74123434,-0.26907379600000003,-0.270464576,0.22646244899999998,0.051193645999999995,-0.015674935,0.462427637,-0.002397745,0.163239949,-0.031549447,-0.23993829,0.449099669,-0.13567596199999998,Neotropic,Omnivore,Invertivore,Invertivore sally surface
Setophaga virens,Black-throated Green Warbler,0.0,1239,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Hirundinidae sp.,swallow sp.,0.0,316,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Megaceryle torquata,Ringed Kingfisher,317.0,618,NA,NA,NA,NA,NA,NA,NA,2.89169547,-1.582121485,-0.017285798999999998,0.015038738999999999,-0.78697978,0.022568222000000002,-0.054550199,0.441610509,0.156380606,2.587091395,0.44357846799999995,0.0029544109999999997,0.038415021,Neotropic,Carnivore,Aquatic predator,Aquatic perch
Chiroxiphia linearis,Long-tailed Manakin,17.44,41,NA,NA,NA,NA,NA,NA,NA,-1.367433835,0.412293209,-0.637823095,-0.153577626,-0.005016078,-0.285189281,0.027370388,0.051959744,-0.00052581,-0.947780673,-0.388057084,0.009722693000000001,-0.020050493,Neotropic,Herbivore,Frugivore,Fugivore aerial
Tolmomyias sulphurescens,Yellow-olive Flycatcher,14.3,361,NA,NA,NA,NA,NA,NA,NA,-1.596037678,0.034338547999999997,-0.297107676,0.23556428399999998,0.08784794,-0.021315551000000002,0.23832162399999998,0.013903731,0.049083830999999994,-0.697397313,-0.33407139399999997,0.229425507,-0.024542694,Neotropic,Carnivore,Invertivore,Invertivore sally surface
Ramphastos sulfuratus,Keel-billed Toucan,409.69,791,NA,NA,NA,NA,NA,NA,NA,4.18280522,-2.229339115,-0.317181879,0.165470525,0.416690204,-0.073469281,0.123766295,0.016044385,0.056823467,3.996995033,0.267033487,0.116228888,0.146125626,Neotropic,Omnivore,Frugivore,Fugivore glean
Rhytipterna holerythra,Rufous Mourner,36.8,14,NA,NA,NA,NA,NA,NA,NA,-0.103359188,-0.142907386,-0.36046297299999996,-0.08865450400000001,0.100810518,0.00862738,0.186611169,0.010205500000000001,-0.003045702,0.112893529,-0.12072692199999999,0.186355911,0.027798293999999998,Neotropic,Carnivore,Invertivore,Invertivore sally surface
Geranoaetus albicaudatus,White-tailed Hawk,0.0,817,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Lanio aurantius,Black-throated Shrike-Tanager,35.0,54,NA,NA,NA,NA,NA,NA,NA,-0.043561108,-0.39156529,-0.463897668,-0.018445561,0.03329382,0.024838927,-0.073718721,0.057255720999999996,0.051462720999999996,0.367307172,-0.161315906,-0.064722562,0.044515266,Neotropic,Carnivore,Invertivore,Invertivore sally air
Tringa solitaria,Solitary Sandpiper,48.4,220,NA,NA,NA,NA,NA,NA,NA,-0.068993563,-0.281787409,0.92945766,-0.644132809,0.119461485,0.262921067,-0.231200795,-0.125477491,-0.129517408,-0.045371582,1.1136994759999999,-0.211289102,0.120838359,Nearctic,Carnivore,Aquatic predator,Aquatic ground
Peucaea botterii,Botteri's Sparrow,0.0,225,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Granatellus venustus,Red-breasted Chat,10.8,512,NA,NA,NA,NA,NA,NA,NA,-1.7384526630000001,-0.07535552400000001,-0.398475784,-0.115016005,0.28900617300000003,-0.155655452,-0.092525985,-0.025832011000000002,0.019862466000000002,-0.7043120270000001,-0.123936243,-0.115366422,0.02611852,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Dumetella carolinensis,Gray Catbird,35.3,394,NA,NA,NA,NA,NA,NA,NA,-0.416653186,0.2109666,-0.086444306,-0.336971566,0.185030098,-0.161456831,-0.05719788,0.00364935,-0.03293201,-0.40704261399999997,0.127708803,-0.082455166,-0.00925906,Nearctic,Omnivore,Invertivore,Invertivore glean arboreal
Chloroceryle amazona,Amazon Kingfisher,126.38,320,NA,NA,NA,NA,NA,NA,NA,1.693363545,-1.7374086619999998,0.197622025,0.120672987,-0.564351829,0.035058146,-0.041044302000000005,0.300450922,0.117413396,2.1602869769999997,0.557572566,0.00998009,0.09106399400000001,Neotropic,Carnivore,Aquatic predator,Aquatic perch
Thalasseus elegans,Elegant Tern,0.0,370,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Catharus mexicanus,Black-headed Nightingale-Thrush,33.0,158,NA,NA,NA,NA,NA,NA,NA,-0.591352935,0.324810759,0.035360478,-0.00649041,0.284654965,0.055793656,0.074191885,-0.05692712,-0.051435167999999996,-0.521194045,-0.063923404,0.055912899,0.007886044,Neotropic,Omnivore,Invertivore,Invertivore ground
Oceanodroma microsoma,Least Storm-Petrel,0.0,101,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Vireo cassinii/solitarius,Cassin's/Blue-headed Vireo,0.0,31,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Ardenna creatopus,Pink-footed Shearwater,0.0,128,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Plegadis chihi,White-faced Ibis,616.89,329,NA,NA,NA,NA,NA,NA,NA,3.782364119,-1.067861893,1.069480968,-0.34867717600000003,0.541031258,0.223536677,-0.000506955,-0.10771232800000001,-0.113689795,2.565385989,1.161931638,-0.018622595,0.09907775,Neotropic,Carnivore,Aquatic predator,Aquatic ground
Limosa fedoa,Marbled Godwit,357.02,288,NA,NA,NA,NA,NA,NA,NA,2.9882388680000003,-1.082827934,1.3204365679999999,-0.682337325,0.469986357,0.187099844,-0.041988661,-0.242233306,-0.082341489,2.093450252,1.557315275,-0.055281515,0.051237609,Nearctic,Carnivore,Aquatic predator,Aquatic ground
Pheugopedius felix,Happy Wren,0.0,1125,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Vireo solitarius,Blue-headed Vireo,15.3,1118,NA,NA,NA,NA,NA,NA,NA,-1.62056907,0.20726073399999997,-0.10699960800000001,0.082863527,0.057603264,0.055874942999999996,-0.128010598,-0.06584572400000001,0.01406725,-0.911400724,-0.16817584300000002,-0.12404835,0.013528753000000001,Nearctic,Carnivore,Invertivore,Invertivore glean arboreal
Attila spadiceus,Bright-rumped Attila,39.1,354,NA,NA,NA,NA,NA,NA,NA,-0.163817314,-0.279995268,-0.052473187000000004,0.13748775400000002,0.150960998,-0.031571692,0.209390446,0.020200392,-0.031169673,0.201981815,-0.039335512,0.200224784,0.047528231,Neotropic,Carnivore,Invertivore,Invertivore sally surface
Amazona autumnalis,Red-lored Parrot,416.0,557,NA,NA,NA,NA,NA,NA,NA,3.0285398999999997,-0.591479301,-0.509720952,0.672571479,-0.475780776,0.09748000400000001,-0.195711527,0.228968434,-0.058969339,2.068487812,-0.647259841,-0.139616705,0.189922731,Neotropic,Herbivore,Frugivore,Fugivore glean
Vireo flavifrons,Yellow-throated Vireo,18.0,153,NA,NA,NA,NA,NA,NA,NA,-1.390504419,0.048910414000000006,-0.015359543,0.183236822,0.04829616,0.060232025,-0.091615715,-0.107132615,0.038726061,-0.65927955,-0.14291019800000002,-0.08652823,-0.0032345090000000004,Nearctic,Carnivore,Invertivore,Invertivore glean arboreal
Passerina rositae,Rose-bellied Bunting,20.0,535,NA,NA,NA,NA,NA,NA,NA,-1.013721129,-0.368395742,-0.365723773,0.487459837,0.027528224,0.004920295999999999,-0.080536155,0.034819747000000005,-0.049186963,-0.046296326,-0.442684894,-0.064433673,0.159889645,Neotropic,Herbivore,Granivore,Granivore ground
Spizaetus tyrannus,Black Hawk-Eagle,1007.11,119,NA,NA,NA,NA,NA,NA,NA,4.342679909,0.512565199,-0.640808244,-0.435765505,0.19621313199999998,-0.035873505,-0.150474736,0.042505913,-0.002711243,1.710102957,-0.327738843,-0.174793313,-0.086749143,Neotropic,Carnivore,Vertivore,Vertivore perch
Charadrius semipalmatus,Semipalmated Plover,46.74,470,NA,NA,NA,NA,NA,NA,NA,-0.673478525,0.65979324,0.47135267700000005,-0.014301574,-0.239259043,0.12068071,-0.121449855,-0.247245965,-0.10737002,-0.967584821,0.09985308,-0.09055246199999999,0.023663074,Nearctic,Carnivore,Aquatic predator,Aquatic ground
Ardenna pacifica,Wedge-tailed Shearwater,0.0,264,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Falco columbarius,Merlin,188.5,176,NA,NA,NA,NA,NA,NA,NA,1.5640180419999998,0.633477365,-0.37515138600000003,0.242352283,-0.21124104800000001,0.055983175,-0.058170332000000005,-0.223784512,-0.201486682,0.296742377,-0.644856578,-0.017554573,0.140282889,Nearctic,Carnivore,Vertivore,Vertivore aerial
Circus hudsonius,Northern Harrier,0.0,548,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Tyrannus couchii,Couch's Kingbird,39.0,261,NA,NA,NA,NA,NA,NA,NA,0.18745737699999998,-0.560127732,-0.5175592170000001,0.064299091,-0.05368200000000001,0.101836311,0.32254167899999997,-0.009420342,0.09391230099999999,0.637501131,-0.214189199,0.343076948,-0.002420888,Neotropic,Carnivore,Invertivore,Invertivore sally air
Trogon melanocephalus,Black-headed Trogon,85.1,215,NA,NA,NA,NA,NA,NA,NA,0.807032228,-0.165158477,-0.767905134,0.076388191,-0.6814782629999999,-0.16828836100000003,-0.131435157,0.106587134,0.01793473,0.545748361,-0.494646209,-0.07876230099999999,0.063025735,Neotropic,Omnivore,Omnivore,
Passerina amoena,Lazuli Bunting,15.49,99,NA,NA,NA,NA,NA,NA,NA,-1.4994401769999999,0.075464396,-0.37627589100000003,0.39684674299999995,0.058922547,0.024710548,-0.119583231,-0.045535542000000005,0.031742387000000004,-0.645220189,-0.520893631,-0.114208196,0.035770483,Nearctic,Herbivore,Omnivore,
Cyanocorax yncas,Green Jay,78.5,625,NA,NA,NA,NA,NA,NA,NA,1.066675904,-0.110136996,-0.473765296,-0.172786563,0.36987343799999994,-0.16014514300000002,0.056405422999999996,0.013266878999999999,0.108974599,0.7011552409999999,-0.168248001,0.01235257,-0.113499818,Neotropic,Omnivore,Omnivore,
Sitta pygmaea,Pygmy Nuthatch,10.6,3,NA,NA,NA,NA,NA,NA,NA,-1.984341576,-0.111738352,0.105681712,0.013151099,0.133266372,0.270547047,-0.099238429,0.088759275,-0.029288843999999998,-0.8699684520000001,0.13572581,-0.08535855199999999,0.10986383300000001,Nearctic,Omnivore,Invertivore,Invertivore bark
Columbidae sp.,pigeon/dove sp.,0.0,42,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Calothorax lucifer,Lucifer Hummingbird,3.3,7,NA,NA,NA,NA,NA,NA,NA,-3.853491017,-1.2986962290000001,1.03615093,-0.541667231,-0.812464222,-0.18570246699999998,-0.020037135,-0.09860308699999999,-0.016090076000000002,-1.1601403559999999,1.4834604390000001,0.051766545,0.137503867,Nearctic,Herbivore,Nectarivore,Nectarivore aerial
Amazilia tzacatl,Rufous-tailed Hummingbird,4.79,609,NA,NA,NA,NA,NA,NA,NA,-3.007941138,-1.316352661,0.513004466,-0.290960772,-0.6841181120000001,0.056748932,0.002798024,-0.163241578,-0.042632092999999996,-0.59622733,0.95659587,0.095599167,0.221942103,Neotropic,Herbivore,Nectarivore,Nectarivore aerial
Micrastur semitorquatus,Collared Forest-Falcon,621.68,406,NA,NA,NA,NA,NA,NA,NA,3.5689720119999997,0.6398623720000001,-0.610353192,-0.202155269,0.34834070100000003,-0.209391443,-0.148427749,-0.073104822,-0.069448261,1.292683395,-0.507242595,-0.189745023,-0.050277917000000005,Neotropic,Carnivore,Vertivore,Generalist
Cercomacroides tyrannina,Dusky Antbird,0.0,50,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Setophaga magnolia,Magnolia Warbler,0.0,821,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Passerina versicolor,Varied Bunting,12.89,399,NA,NA,NA,NA,NA,NA,NA,-1.568940437,-0.014894838,-0.49531675399999997,0.331976466,0.182220506,0.059669516,-0.10769187599999999,-0.058832465,0.007363911999999999,-0.58545513,-0.524403022,-0.102979752,0.078587166,Nearctic,Omnivore,Omnivore,
Lepidocolaptes affinis,Spot-crowned Woodcreeper,34.99,980,NA,NA,NA,NA,NA,NA,NA,-0.056182119,-0.548122643,-0.01358167,-0.716734648,0.021616059,-0.032488473999999996,-0.10581175,0.122712005,-0.035026302,0.277052435,0.672032671,-0.099398355,0.092281512,Neotropic,Carnivore,Invertivore,Invertivore bark
Dactylortyx thoracicus,Singing Quail,201.75,3,NA,NA,NA,NA,NA,NA,NA,1.03675536,0.8242327709999999,0.46323650299999997,0.8470555340000001,-0.176305598,0.204704353,-0.011099868999999998,0.040942847000000004,-0.083132527,-0.107537063,-0.5546093879999999,-0.0031220609999999998,-0.014616737,Neotropic,Herbivore,Omnivore,
Psittaciformes sp. (parrot sp.),parrot sp.,0.0,62,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Amblycercus holosericeus,Yellow-billed Cacique,70.42,266,NA,NA,NA,NA,NA,NA,NA,0.7426040540000001,-0.418667257,-0.07344917,-0.03993644,0.29356717,-0.295357364,-0.031690765,0.000555036,-0.00943061,0.7458522790000001,0.09263220300000001,-0.069667162,0.010962666000000001,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Todirostrum cinereum,Common Tody-Flycatcher,6.29,37,NA,NA,NA,NA,NA,NA,NA,-2.54800677,-0.535722375,0.120938216,0.325165385,0.37524550100000004,-0.024302742999999998,0.400440313,-0.108434511,-0.028365151,-0.690838581,0.043191993,0.38294189100000003,0.078772366,Neotropic,Carnivore,Invertivore,Invertivore sally surface
Myiarchus crinitus,Great Crested Flycatcher,32.1,110,NA,NA,NA,NA,NA,NA,NA,-0.078135028,-0.5101615420000001,-0.516024755,0.000281097,0.057272825,0.020656603,0.211597302,-0.009399336,-0.025300028999999998,0.45792859700000005,-0.175432155,0.22774962699999998,0.107791304,Nearctic,Omnivore,Invertivore,Generalist
Pelecanus erythrorhynchos,American White Pelican,5608.48,846,NA,NA,NA,NA,NA,NA,NA,7.066160172000001,-1.816945275,0.952830477,-0.171576642,0.267302376,0.313788905,0.337018905,-0.05922213,0.003759556,4.793593971,1.131216273,0.34166313600000003,0.023969152,Nearctic,Carnivore,Aquatic predator,Aquatic surface
Buteo plagiatus,Gray Hawk,0.0,2082,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Vireo atricapilla,Black-capped Vireo,8.99,33,NA,NA,NA,NA,NA,NA,NA,-2.253924673,0.136165237,-0.052719302999999995,0.10090435099999999,0.290995873,0.017613339,0.031681482999999996,-0.038030582,0.049391594000000004,-1.128190082,-0.110784559,0.009204172,-0.031078919,Nearctic,Carnivore,Invertivore,Invertivore glean arboreal
Arremon aurantiirostris,Orange-billed Sparrow,34.5,94,NA,NA,NA,NA,NA,NA,NA,-0.35316289100000003,-0.082036447,-0.31786956,0.427234096,0.276311428,-0.16958463899999998,-0.029144692000000003,-0.029987307999999997,-0.039855523999999996,0.059673363,-0.47378033700000005,-0.052708199000000004,0.064300959,Neotropic,Herbivore,Omnivore,
Amazilia candida,White-bellied Emerald,3.8,522,NA,NA,NA,NA,NA,NA,NA,-3.459476107,-0.9849609990000001,0.586881907,-0.287919012,-0.589447119,0.069908943,-7.54e-06,-0.19310377399999998,0.013828908999999999,-1.075634551,0.9060329229999999,0.07609149400000001,0.126746696,Neotropic,Herbivore,Nectarivore,Nectarivore aerial
Habia fuscicauda,Red-throated Ant-Tanager,36.84,462,NA,NA,NA,NA,NA,NA,NA,-0.040417584,-0.19112734,-0.453667438,0.087333759,0.209959571,-0.028524452999999998,0.033281012,0.012275322,0.016657461000000002,0.247369461,-0.291917093,0.023340097999999997,0.033037238,Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Alcedinidae sp.,kingfisher sp.,0.0,11,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Vireo bellii,Bell's Vireo,8.5,807,NA,NA,NA,NA,NA,NA,NA,-2.28801951,0.059315438,-0.052001128,0.11007711199999999,0.27539728399999996,0.041647804,-0.042528337,-0.080989804,0.062586377,-1.078546904,-0.09959202800000001,-0.058719901,-0.02462366,Nearctic,Carnivore,Invertivore,Invertivore glean arboreal
Aphelocoma unicolor,Unicolored Jay,124.0,540,NA,NA,NA,NA,NA,NA,NA,1.666377679,-0.10387115300000001,-0.415376559,-0.292065698,0.26003875600000004,-0.054655684,0.098137579,0.000143434,0.042818589000000004,0.9335314020000001,-0.059502709,0.074829541,-0.055625689000000006,Neotropic,Omnivore,Omnivore,
Thraupis abbas,Yellow-winged Tanager,45.0,1168,NA,NA,NA,NA,NA,NA,NA,-0.218852945,0.187452197,-0.24701046,0.364023915,-0.07019458599999999,0.017047107,0.016331586000000002,-0.008012313,0.044481687,-0.15965480699999998,-0.466152038,0.020433241,-0.031379722,Neotropic,Omnivore,Omnivore,
Calidris himantopus,Stilt Sandpiper,57.24,117,NA,NA,NA,NA,NA,NA,NA,0.283791419,-0.548206314,1.174274863,-0.650038141,0.396991537,0.211669473,-0.327960221,-0.24081195800000002,-0.12611483699999998,0.355203307,1.331232953,-0.32870418100000004,0.11734833199999999,Nearctic,Carnivore,Aquatic predator,Aquatic ground
Buteo swainsoni,Swainson's Hawk,946.61,324,NA,NA,NA,NA,NA,NA,NA,3.858176442,0.546356246,-0.284537097,0.002368484,-0.17047896699999998,0.09995535800000001,0.027313029,-0.148720741,-0.044404970999999994,1.4388651000000001,-0.42956047799999997,0.04648825,-0.054330079,Nearctic,Carnivore,Vertivore,Vertivore perch
Parabuteo unicinctus,Harris's Hawk,850.28,49,NA,NA,NA,NA,NA,NA,NA,3.831421432,0.640799904,-0.311991827,-0.139736459,0.20459192399999998,-0.007380395,-0.062256702000000004,-0.103715913,-0.105554836,1.368345381,-0.36858059,-0.078741632,-0.020653763999999998,Neotropic,Carnivore,Vertivore,Vertivore perch
Parkesia motacilla,Louisiana Waterthrush,0.0,567,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Campylopterus curvipennis,Wedge-tailed Sabrewing,6.0,146,NA,NA,NA,NA,NA,NA,NA,-2.651906849,-1.352749505,0.546741448,-0.665140387,-0.6833974629999999,-0.140360429,0.000444967,-0.194319689,0.033708074,-0.462310829,1.239756278,0.072971467,0.107263419,Neotropic,Herbivore,Nectarivore,Nectarivore aerial
Trogon caligatus,Gartered Trogon,46.5,497,NA,NA,NA,NA,NA,NA,NA,0.012572683999999999,-0.188613495,-0.748175294,0.189038425,-0.596976104,-0.150574352,0.108502302,0.013679183999999999,0.034875872999999995,0.218515971,-0.549974576,0.157145797,0.037506912999999996,Neotropic,Herbivore,Frugivore,Fugivore aerial
Myiodynastes luteiventris,Sulphur-bellied Flycatcher,46.9,693,NA,NA,NA,NA,NA,NA,NA,0.26211901,-0.5498259910000001,-0.340820474,0.183687023,-0.10742533900000001,0.057429889000000005,0.268257876,0.021124458,0.0012732730000000001,0.645312315,-0.18342821,0.292940543,0.077407673,Neotropic,Omnivore,Omnivore,
Gallinago delicata,Wilson's Snipe,0.0,128,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Podiceps nigricollis,Eared Grebe,412.44,113,NA,NA,NA,NA,NA,NA,NA,1.554956686,0.638904835,1.50256842,0.737364892,-0.242190887,0.123332014,0.030044606,-0.015833762,-0.149550307,0.11869438,0.22557008,0.028601889,-0.032681656,Palearctic,Carnivore,Aquatic predator,Aquatic dive
Puffinus subalaris,Galapagos Shearwater,0.0,181,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
Oncostoma cinereigulare,Northern Bentbill,6.4,220,NA,NA,NA,NA,NA,NA,NA,-2.585797411,-0.175935433,-0.068337962,0.206515475,0.241878536,0.055508098,0.161761106,0.007978836999999999,0.19710989899999998,-1.003395703,-0.094655824,0.136814081,-0.132632683,Neotropic,Carnivore,Invertivore,Invertivore sally surface
Empidonax traillii,Willow Flycatcher,13.39,275,NA,NA,NA,NA,NA,NA,NA,-1.5945082,-0.12948445,-0.228745792,0.09903236,0.035710032999999995,0.048244887,0.352763094,-0.03769604,0.10024744099999999,-0.597254985,-0.15343897,0.352374855,-0.066336382,Nearctic,Carnivore,Invertivore,Invertivore sally air
Crax rubra,Great Curassow,4133.0,20,NA,NA,NA,NA,NA,NA,NA,5.487567959,1.025891226,-0.022819812999999998,-0.277241297,0.020544327,-0.34310010399999996,-0.09968086300000001,0.170403907,0.009892073000000001,1.7591509680000001,-0.200677159,-0.16445137099999999,-0.25773555600000003,Neotropic,Herbivore,Frugivore,Fugivore ground
Cardellina canadensis,Canada Warbler,0.0,67,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
