scientific name,eBird species group
Emberiza cioides tarbagataica,Old World Buntings
Emberiza cioides cioides,Old World Buntings
Emberiza cioides weigoldi,Old World Buntings
Emberiza cioides castaneiceps,Old World Buntings
Emberiza cioides ciopsis,Old World Buntings
Emberiza cirlus,Old World Buntings
Emberiza cirlus cirlus,Old World Buntings
Emberiza cirlus nigrostriata,Old World Buntings
Emberiza stewarti,Old World Buntings
Emberiza citrinella,Old World Buntings
Emberiza citrinella caliginosa,Old World Buntings
Emberiza citrinella citrinella,Old World Buntings
Emberiza citrinella erythrogenys,Old World Buntings
Emberiza leucocephalos,Old World Buntings
Emberiza leucocephalos leucocephalos,Old World Buntings
Emberiza leucocephalos fronto,Old World Buntings
Emberiza citrinella x leucocephalos,Old World Buntings
Emberiza buchanani,Old World Buntings
Emberiza buchanani cerrutii,Old World Buntings
Emberiza buchanani buchanani,Old World Buntings
Emberiza buchanani neobscura,Old World Buntings
Emberiza cineracea,Old World Buntings
Emberiza cineracea cineracea,Old World Buntings
Emberiza cineracea semenowi,Old World Buntings
Emberiza hortulana,Old World Buntings
Emberiza buchanani/hortulana,Old World Buntings
Emberiza caesia,Old World Buntings
Emberiza cabanisi,Old World Buntings
Emberiza cabanisi cabanisi,Old World Buntings
Emberiza cabanisi orientalis,Old World Buntings
Emberiza flaviventris,Old World Buntings
Emberiza flaviventris flavigaster,Old World Buntings
Emberiza flaviventris kalaharica,Old World Buntings
Emberiza flaviventris flaviventris,Old World Buntings
Emberiza flaviventris princeps,Old World Buntings
Emberiza poliopleura,Old World Buntings
Emberiza capensis,Old World Buntings
Emberiza capensis nebularum,Old World Buntings
Emberiza capensis bradfieldi,Old World Buntings
Emberiza capensis capensis,Old World Buntings
Emberiza capensis vinacea,Old World Buntings
Emberiza capensis cinnamomea,Old World Buntings
Emberiza capensis limpopoensis,Old World Buntings
Emberiza capensis smithersii,Old World Buntings
Emberiza capensis plowesi,Old World Buntings
Emberiza capensis reidi,Old World Buntings
Emberiza capensis basutoensis,Old World Buntings
Emberiza vincenti,Old World Buntings
Emberiza impetuani,Old World Buntings
Emberiza impetuani eremica,Old World Buntings
Emberiza impetuani impetuani,Old World Buntings
Emberiza impetuani sloggetti,Old World Buntings
Emberiza socotrana,Old World Buntings
Emberiza tahapisi,Old World Buntings
Emberiza tahapisi arabica,Old World Buntings
Emberiza tahapisi insularis,Old World Buntings
Emberiza tahapisi septemstriata,Old World Buntings
Emberiza tahapisi tahapisi,Old World Buntings
Emberiza tahapisi nivenorum,Old World Buntings
Emberiza goslingi,Old World Buntings
Emberiza sahari,Old World Buntings
Emberiza striolata,Old World Buntings
Emberiza striolata striolata,Old World Buntings
Emberiza striolata saturatior,Old World Buntings
Emberiza striolata jebelmarrae,Old World Buntings
Emberiza siemsseni,Old World Buntings
Emberiza elegans,Old World Buntings
Emberiza elegans elegans,Old World Buntings
Emberiza elegans ticehursti,Old World Buntings
Emberiza elegans elegantula,Old World Buntings
Emberiza yessoensis,Old World Buntings
Emberiza yessoensis continentalis,Old World Buntings
Emberiza yessoensis yessoensis,Old World Buntings
Emberiza pallasi,Old World Buntings
Emberiza pallasi polaris,Old World Buntings
Emberiza pallasi pallasi,Old World Buntings
Emberiza pallasi lydiae,Old World Buntings
Emberiza schoeniclus,Old World Buntings
Emberiza schoeniclus schoeniclus,Old World Buntings
Emberiza schoeniclus witherbyi,Old World Buntings
Emberiza schoeniclus intermedia,Old World Buntings
Emberiza schoeniclus reiseri,Old World Buntings
Emberiza schoeniclus caspia,Old World Buntings
Emberiza schoeniclus korejewi,Old World Buntings
Emberiza schoeniclus pyrrhuloides,Old World Buntings
Emberiza schoeniclus passerina,Old World Buntings
Emberiza schoeniclus parvirostris,Old World Buntings
Emberiza schoeniclus pyrrhulina,Old World Buntings
Emberiza schoeniclus pallidior,Old World Buntings
Emberiza schoeniclus minor,Old World Buntings
Emberiza schoeniclus ukrainae,Old World Buntings
Emberiza schoeniclus incognita,Old World Buntings
Emberiza schoeniclus zaidamensis,Old World Buntings
Emberiza pallasi/schoeniclus,Old World Buntings
Emberiza aureola,Old World Buntings
Emberiza aureola aureola,Old World Buntings
Emberiza aureola ornata,Old World Buntings
Emberiza pusilla,Old World Buntings
Emberiza rustica,Old World Buntings
Emberiza rustica rustica,Old World Buntings
Emberiza rustica latifascia,Old World Buntings
Emberiza sulphurata,Old World Buntings
Emberiza spodocephala,Old World Buntings
Emberiza spodocephala spodocephala/sordida,Old World Buntings
Emberiza spodocephala spodocephala,Old World Buntings
Emberiza spodocephala sordida,Old World Buntings
Emberiza spodocephala personata,Old World Buntings
Emberiza rutila,Old World Buntings
Emberiza chrysophrys,Old World Buntings
Emberiza tristrami,Old World Buntings
Emberiza variabilis,Old World Buntings
Emberiza sp.,Old World Buntings
Oreothraupis arremonops,New World Sparrows
Chlorospingus flavigularis,New World Sparrows
Chlorospingus flavigularis hypophaeus,New World Sparrows
Chlorospingus flavigularis flavigularis/marginatus,New World Sparrows
Chlorospingus flavigularis marginatus,New World Sparrows
Chlorospingus flavigularis flavigularis,New World Sparrows
Chlorospingus parvirostris,New World Sparrows
Chlorospingus parvirostris huallagae,New World Sparrows
Chlorospingus parvirostris medianus,New World Sparrows
Chlorospingus parvirostris parvirostris,New World Sparrows
Chlorospingus flavigularis/parvirostris,New World Sparrows
Chlorospingus canigularis,New World Sparrows
Chlorospingus canigularis olivaceiceps,New World Sparrows
Chlorospingus canigularis [canigularis Group],New World Sparrows
Chlorospingus canigularis canigularis,New World Sparrows
Chlorospingus canigularis conspicillatus,New World Sparrows
Chlorospingus canigularis paulus,New World Sparrows
Chlorospingus canigularis signatus,New World Sparrows
Chlorospingus pileatus,New World Sparrows
Chlorospingus pileatus pileatus,New World Sparrows
Chlorospingus pileatus diversus,New World Sparrows
Chlorospingus flavopectus,New World Sparrows
Chlorospingus flavopectus ophthalmicus,New World Sparrows
Chlorospingus flavopectus albifrons,New World Sparrows
Chlorospingus flavopectus [postocularis Group],New World Sparrows
Chlorospingus flavopectus wetmorei,New World Sparrows
Chlorospingus flavopectus dwighti,New World Sparrows
Chlorospingus flavopectus persimilis,New World Sparrows
Chlorospingus flavopectus postocularis,New World Sparrows
Chlorospingus flavopectus honduratius,New World Sparrows
Chlorospingus flavopectus regionalis,New World Sparrows
Chlorospingus flavopectus novicius,New World Sparrows
Chlorospingus flavopectus punctulatus,New World Sparrows
Chlorospingus flavopectus [venezuelanus Group],New World Sparrows
Chlorospingus flavopectus ponsi,New World Sparrows
Chlorospingus flavopectus falconensis,New World Sparrows
Chlorospingus flavopectus jacqueti,New World Sparrows
Chlorospingus flavopectus venezuelanus,New World Sparrows
Chlorospingus flavopectus [flavopectus Group],New World Sparrows
Chlorospingus flavopectus exitelus,New World Sparrows
Chlorospingus flavopectus nigriceps,New World Sparrows
Chlorospingus flavopectus eminens,New World Sparrows
Chlorospingus flavopectus olsoni,New World Sparrows
Chlorospingus flavopectus trudis,New World Sparrows
Chlorospingus flavopectus macarenae,New World Sparrows
Chlorospingus flavopectus flavopectus,New World Sparrows
Chlorospingus flavopectus phaeocephalus,New World Sparrows
Chlorospingus flavopectus hiaticolus,New World Sparrows
Chlorospingus flavopectus cinereocephalus,New World Sparrows
Chlorospingus flavopectus peruvianus,New World Sparrows
Chlorospingus flavopectus bolivianus,New World Sparrows
Chlorospingus flavopectus fulvigularis,New World Sparrows
Chlorospingus flavopectus argentinus,New World Sparrows
Chlorospingus tacarcunae,New World Sparrows
Chlorospingus inornatus,New World Sparrows
Chlorospingus semifuscus,New World Sparrows
Chlorospingus semifuscus livingstoni,New World Sparrows
Chlorospingus semifuscus semifuscus,New World Sparrows
Chlorospingus flavovirens,New World Sparrows
Chlorospingus sp.,New World Sparrows
Rhynchospiza stolzmanni,New World Sparrows
Rhynchospiza strigiceps,New World Sparrows
Rhynchospiza strigiceps dabbenei,New World Sparrows
Rhynchospiza strigiceps strigiceps,New World Sparrows
Peucaea carpalis,New World Sparrows
Peucaea carpalis carpalis,New World Sparrows
Peucaea carpalis bangsi,New World Sparrows
Peucaea carpalis cohaerens,New World Sparrows
Peucaea sumichrasti,New World Sparrows
Peucaea ruficauda,New World Sparrows
Peucaea ruficauda acuminata,New World Sparrows
Peucaea ruficauda lawrencii,New World Sparrows
Peucaea ruficauda connectens,New World Sparrows
Peucaea ruficauda ibarrorum,New World Sparrows
Peucaea ruficauda ruficauda,New World Sparrows
Peucaea humeralis,New World Sparrows
Peucaea mystacalis,New World Sparrows
Peucaea botterii,New World Sparrows
Peucaea botterii [botterii Group],New World Sparrows
Peucaea botterii arizonae,New World Sparrows
Peucaea botterii texana,New World Sparrows
Peucaea botterii mexicana,New World Sparrows
Peucaea botterii goldmani,New World Sparrows
Peucaea botterii botterii,New World Sparrows
Peucaea botterii [petenica Group],New World Sparrows
Peucaea botterii petenica,New World Sparrows
Peucaea botterii vantynei,New World Sparrows
Peucaea botterii spadiconigrescens,New World Sparrows
Peucaea botterii vulcanica,New World Sparrows
Peucaea cassinii,New World Sparrows
Peucaea botterii/cassinii,New World Sparrows
Peucaea aestivalis,New World Sparrows
Peucaea aestivalis illinoensis,New World Sparrows
Peucaea aestivalis bachmani,New World Sparrows
Peucaea aestivalis aestivalis,New World Sparrows
Peucaea sp.,New World Sparrows
Ammodramus savannarum,New World Sparrows
Ammodramus savannarum perpallidus,New World Sparrows
Ammodramus savannarum ammolegus,New World Sparrows
Ammodramus savannarum pratensis,New World Sparrows
Ammodramus savannarum floridanus,New World Sparrows
Ammodramus savannarum bimaculatus,New World Sparrows
Ammodramus savannarum cracens,New World Sparrows
Ammodramus savannarum caucae,New World Sparrows
Ammodramus savannarum savannarum,New World Sparrows
Ammodramus savannarum intricatus,New World Sparrows
Ammodramus savannarum borinquensis,New World Sparrows
Ammodramus savannarum caribaeus,New World Sparrows
Ammodramus humeralis,New World Sparrows
Ammodramus humeralis humeralis,New World Sparrows
Ammodramus humeralis pallidulus,New World Sparrows
Ammodramus humeralis xanthornus,New World Sparrows
Ammodramus humeralis tarijensis,New World Sparrows
Ammodramus aurifrons,New World Sparrows
Ammodramus aurifrons apurensis,New World Sparrows
Ammodramus aurifrons cherriei,New World Sparrows
Ammodramus aurifrons tenebrosus,New World Sparrows
Ammodramus aurifrons aurifrons,New World Sparrows
Ammodramus humeralis/aurifrons,New World Sparrows
Arremonops rufivirgatus,New World Sparrows
Arremonops rufivirgatus [rufivirgatus Group],New World Sparrows
Arremonops rufivirgatus rufivirgatus,New World Sparrows
Arremonops rufivirgatus ridgwayi,New World Sparrows
Arremonops rufivirgatus crassirostris,New World Sparrows
Arremonops rufivirgatus verticalis,New World Sparrows
Arremonops rufivirgatus rhyptothorax,New World Sparrows
Arremonops rufivirgatus [superciliosus Group],New World Sparrows
Arremonops rufivirgatus sinaloae,New World Sparrows
Arremonops rufivirgatus sumichrasti,New World Sparrows
Arremonops rufivirgatus chiapensis,New World Sparrows
Arremonops rufivirgatus superciliosus,New World Sparrows
Arremonops chloronotus,New World Sparrows
Arremonops chloronotus chloronotus,New World Sparrows
Arremonops chloronotus twomeyi,New World Sparrows
Arremonops rufivirgatus/chloronotus,New World Sparrows
Arremonops conirostris,New World Sparrows
Arremonops conirostris richmondi,New World Sparrows
Arremonops conirostris striaticeps,New World Sparrows
Arremonops conirostris inexpectatus,New World Sparrows
Arremonops conirostris conirostris,New World Sparrows
Arremonops conirostris umbrinus,New World Sparrows
Arremonops conirostris pastazae,New World Sparrows
Arremonops tocuyensis,New World Sparrows
Spizella passerina,New World Sparrows
Spizella passerina arizonae,New World Sparrows
Spizella passerina passerina,New World Sparrows
Spizella passerina atremaea,New World Sparrows
Spizella passerina mexicana,New World Sparrows
Spizella passerina pinetorum,New World Sparrows
Spizella pallida,New World Sparrows
Spizella passerina x pallida,New World Sparrows
Spizella atrogularis,New World Sparrows
Spizella atrogularis evura,New World Sparrows
Spizella atrogularis caurina,New World Sparrows
Spizella atrogularis cana,New World Sparrows
Spizella atrogularis atrogularis,New World Sparrows
Spizella pusilla,New World Sparrows
Spizella pusilla pusilla,New World Sparrows
Spizella pusilla arenacea,New World Sparrows
Spizella pallida x pusilla,New World Sparrows
Spizella breweri,New World Sparrows
Spizella breweri breweri,New World Sparrows
Spizella breweri taverneri,New World Sparrows
Spizella atrogularis x breweri,New World Sparrows
Spizella pallida x breweri,New World Sparrows
Spizella wortheni,New World Sparrows
Spizella sp.,New World Sparrows
Amphispiza bilineata,New World Sparrows
Amphispiza bilineata bilineata,New World Sparrows
Amphispiza bilineata opuntia,New World Sparrows
Amphispiza bilineata deserticola,New World Sparrows
Amphispiza bilineata bangsi,New World Sparrows
Amphispiza bilineata tortugae,New World Sparrows
Amphispiza bilineata carmenae,New World Sparrows
Amphispiza bilineata belvederei,New World Sparrows
Amphispiza bilineata cana,New World Sparrows
Amphispiza bilineata pacifica,New World Sparrows
Amphispiza bilineata grisea,New World Sparrows
Amphispiza quinquestriata,New World Sparrows
Amphispiza quinquestriata septentrionalis,New World Sparrows
Amphispiza quinquestriata quinquestriata,New World Sparrows
Chondestes grammacus,New World Sparrows
Chondestes grammacus grammacus,New World Sparrows
Chondestes grammacus strigatus,New World Sparrows
Calamospiza melanocorys,New World Sparrows
Arremon costaricensis,New World Sparrows
Arremon basilicus,New World Sparrows
Arremon perijanus,New World Sparrows
Arremon atricapillus,New World Sparrows
Arremon atricapillus tacarcunae,New World Sparrows
Arremon atricapillus atricapillus,New World Sparrows
Arremon phaeopleurus,New World Sparrows
Arremon phygas,New World Sparrows
Arremon assimilis,New World Sparrows
Arremon assimilis larensis,New World Sparrows
Arremon assimilis assimilis,New World Sparrows
Arremon assimilis nigrifrons,New World Sparrows
Arremon assimilis poliophrys,New World Sparrows
Arremon torquatus,New World Sparrows
Arremon torquatus torquatus,New World Sparrows
Arremon torquatus fimbriatus,New World Sparrows
Arremon torquatus borellii,New World Sparrows
Arremon sp. (torquatus complex),New World Sparrows
Arremon aurantiirostris,New World Sparrows
Arremon aurantiirostris [aurantiirostris Group],New World Sparrows
Arremon aurantiirostris saturatus,New World Sparrows
Arremon aurantiirostris rufidorsalis,New World Sparrows
Arremon aurantiirostris aurantiirostris,New World Sparrows
Arremon aurantiirostris strictocollaris,New World Sparrows
Arremon aurantiirostris occidentalis,New World Sparrows
Arremon aurantiirostris santarosae,New World Sparrows
Arremon aurantiirostris erythrorhynchus,New World Sparrows
Arremon aurantiirostris spectabilis,New World Sparrows
Arremon abeillei,New World Sparrows
Arremon abeillei abeillei,New World Sparrows
Arremon abeillei nigriceps,New World Sparrows
Arremon schlegeli,New World Sparrows
Arremon schlegeli fratruelis,New World Sparrows
Arremon schlegeli canidorsum,New World Sparrows
Arremon schlegeli schlegeli,New World Sparrows
Arremon taciturnus,New World Sparrows
Arremon taciturnus axillaris,New World Sparrows
Arremon taciturnus taciturnus/nigrirostris,New World Sparrows
Arremon taciturnus taciturnus,New World Sparrows
Arremon taciturnus nigrirostris,New World Sparrows
Arremon franciscanus,New World Sparrows
Arremon semitorquatus,New World Sparrows
Arremon flavirostris,New World Sparrows
Arremon flavirostris dorbignii,New World Sparrows
Arremon flavirostris polionotus,New World Sparrows
Arremon flavirostris flavirostris,New World Sparrows
Arremon virenticeps,New World Sparrows
Arremon virenticeps verecundus,New World Sparrows
Arremon virenticeps virenticeps,New World Sparrows
Arremon brunneinucha,New World Sparrows
Arremon brunneinucha apertus,New World Sparrows
Arremon brunneinucha [brunneinucha Group],New World Sparrows
Arremon brunneinucha suttoni,New World Sparrows
Arremon brunneinucha nigrilatera,New World Sparrows
Arremon brunneinucha brunneinucha,New World Sparrows
Arremon brunneinucha macrourus,New World Sparrows
Arremon brunneinucha alleni,New World Sparrows
Arremon brunneinucha elsae,New World Sparrows
Arremon brunneinucha frontalis,New World Sparrows
Arremon brunneinucha allinornatus,New World Sparrows
Arremon brunneinucha inornatus,New World Sparrows
Arremon crassirostris,New World Sparrows
Arremon castaneiceps,New World Sparrows
Spizelloides arborea,New World Sparrows
Spizelloides arborea arborea,New World Sparrows
Spizelloides arborea ochracea,New World Sparrows
Spizella/Spizelloides sp.,New World Sparrows
Passerella iliaca,New World Sparrows
Passerella iliaca [unalaschcensis Group],New World Sparrows
Passerella iliaca unalaschcensis,New World Sparrows
Passerella iliaca insularis,New World Sparrows
Passerella iliaca sinuosa,New World Sparrows
Passerella iliaca annectens,New World Sparrows
Passerella iliaca townsendi,New World Sparrows
Passerella iliaca chilcatensis,New World Sparrows
Passerella iliaca fuliginosa,New World Sparrows
Passerella iliaca [megarhyncha Group],New World Sparrows
Passerella iliaca fulva,New World Sparrows
Passerella iliaca megarhyncha,New World Sparrows
Passerella iliaca brevicauda,New World Sparrows
Passerella iliaca stephensi,New World Sparrows
Passerella iliaca monoensis,New World Sparrows
Passerella iliaca [schistacea Group],New World Sparrows
Passerella iliaca altivagans,New World Sparrows
Passerella iliaca olivacea,New World Sparrows
Passerella iliaca schistacea,New World Sparrows
Passerella iliaca swarthi,New World Sparrows
Passerella iliaca canescens,New World Sparrows
Passerella iliaca iliaca/zaboria,New World Sparrows
Passerella iliaca zaboria,New World Sparrows
Passerella iliaca iliaca,New World Sparrows
Junco hyemalis,New World Sparrows
Junco hyemalis hyemalis/carolinensis/cismontanus,New World Sparrows
Junco hyemalis hyemalis/carolinensis,New World Sparrows
Junco hyemalis hyemalis,New World Sparrows
Junco hyemalis carolinensis,New World Sparrows
Junco hyemalis cismontanus,New World Sparrows
Junco hyemalis [oreganus Group],New World Sparrows
Junco hyemalis oreganus,New World Sparrows
Junco hyemalis montanus,New World Sparrows
Junco hyemalis shufeldti,New World Sparrows
Junco hyemalis thurberi,New World Sparrows
Junco hyemalis pinosus,New World Sparrows
Junco hyemalis pontilis,New World Sparrows
Junco hyemalis townsendi,New World Sparrows
Junco hyemalis mearnsi,New World Sparrows
Junco hyemalis oreganus x mearnsi,New World Sparrows
Junco hyemalis aikeni,New World Sparrows
Junco hyemalis mearnsi x aikeni,New World Sparrows
Junco hyemalis caniceps,New World Sparrows
Junco hyemalis oreganus x caniceps,New World Sparrows
Junco hyemalis mearnsi x caniceps,New World Sparrows
Junco hyemalis dorsalis,New World Sparrows
Junco hyemalis caniceps x dorsalis,New World Sparrows
Junco insularis,New World Sparrows
Junco phaeonotus,New World Sparrows
Junco phaeonotus phaeonotus/palliatus,New World Sparrows
Junco phaeonotus palliatus,New World Sparrows
Junco phaeonotus phaeonotus,New World Sparrows
Junco phaeonotus fulvescens,New World Sparrows
Junco phaeonotus alticola,New World Sparrows
Junco hyemalis x phaeonotus,New World Sparrows
Junco hyemalis/phaeonotus,New World Sparrows
Junco bairdi,New World Sparrows
Junco vulcani,New World Sparrows
Zonotrichia capensis,New World Sparrows
Zonotrichia capensis [capensis Group],New World Sparrows
Zonotrichia capensis septentrionalis,New World Sparrows
Zonotrichia capensis antillarum,New World Sparrows
Zonotrichia capensis costaricensis,New World Sparrows
Zonotrichia capensis insularis,New World Sparrows
Zonotrichia capensis venezuelae,New World Sparrows
Zonotrichia capensis roraimae,New World Sparrows
Zonotrichia capensis inaccessibilis,New World Sparrows
Zonotrichia capensis perezchinchillorum,New World Sparrows
Zonotrichia capensis macconnelli,New World Sparrows
Zonotrichia capensis capensis,New World Sparrows
Zonotrichia capensis tocantinsi,New World Sparrows
Zonotrichia capensis novaesi,New World Sparrows
Zonotrichia capensis matutina,New World Sparrows
Zonotrichia capensis huancabambae,New World Sparrows
Zonotrichia capensis illescasensis,New World Sparrows
Zonotrichia capensis peruviensis,New World Sparrows
Zonotrichia capensis carabayae,New World Sparrows
Zonotrichia capensis pulacayensis,New World Sparrows
Zonotrichia capensis subtorquata,New World Sparrows
Zonotrichia capensis mellea,New World Sparrows
Zonotrichia capensis hypoleuca,New World Sparrows
Zonotrichia capensis antofagastae,New World Sparrows
Zonotrichia capensis chilensis,New World Sparrows
Zonotrichia capensis sanborni,New World Sparrows
Zonotrichia capensis arenalensis,New World Sparrows
Zonotrichia capensis choraules,New World Sparrows
Zonotrichia capensis australis,New World Sparrows
Zonotrichia leucophrys,New World Sparrows
Zonotrichia leucophrys leucophrys/oriantha,New World Sparrows
Zonotrichia leucophrys leucophrys,New World Sparrows
Zonotrichia leucophrys oriantha,New World Sparrows
Zonotrichia leucophrys gambelii,New World Sparrows
Zonotrichia leucophrys nuttalli/pugetensis,New World Sparrows
Zonotrichia leucophrys nuttalli,New World Sparrows
Zonotrichia leucophrys pugetensis,New World Sparrows
Zonotrichia atricapilla,New World Sparrows
Zonotrichia leucophrys x atricapilla,New World Sparrows
Zonotrichia querula,New World Sparrows
Spizelloides arborea x Zonotrichia querula,New World Sparrows
Zonotrichia leucophrys x querula,New World Sparrows
Zonotrichia albicollis,New World Sparrows
Zonotrichia leucophrys x albicollis,New World Sparrows
Zonotrichia leucophrys/albicollis,New World Sparrows
Zonotrichia atricapilla x albicollis,New World Sparrows
Zonotrichia sp.,New World Sparrows
Junco hyemalis x Zonotrichia albicollis,New World Sparrows
Artemisiospiza nevadensis,New World Sparrows
Artemisiospiza belli,New World Sparrows
Artemisiospiza belli belli,New World Sparrows
Artemisiospiza belli canescens,New World Sparrows
Artemisiospiza belli clementeae,New World Sparrows
Artemisiospiza belli cinerea,New World Sparrows
Artemisiospiza nevadensis/belli,New World Sparrows
Oriturus superciliosus,New World Sparrows
Oriturus superciliosus palliatus,New World Sparrows
Oriturus superciliosus superciliosus,New World Sparrows
Pooecetes gramineus,New World Sparrows
Pooecetes gramineus gramineus,New World Sparrows
Pooecetes gramineus confinis,New World Sparrows
Pooecetes gramineus affinis,New World Sparrows
Ammospiza leconteii,New World Sparrows
Ammospiza maritima,New World Sparrows
Ammospiza maritima maritima/macgillivraii,New World Sparrows
Ammospiza maritima maritima,New World Sparrows
Ammospiza maritima macgillivraii,New World Sparrows
Ammospiza maritima nigrescens,New World Sparrows
Ammospiza maritima [sennetti Group],New World Sparrows
Ammospiza maritima fisheri,New World Sparrows
Ammospiza maritima sennetti,New World Sparrows
Ammospiza maritima peninsulae,New World Sparrows
Ammospiza maritima mirabilis,New World Sparrows
Ammospiza nelsoni,New World Sparrows
Ammospiza nelsoni nelsoni/altera,New World Sparrows
Ammospiza nelsoni nelsoni,New World Sparrows
Ammospiza nelsoni altera,New World Sparrows
Ammospiza nelsoni subvirgata,New World Sparrows
Ammospiza caudacuta,New World Sparrows
Ammospiza caudacuta caudacuta,New World Sparrows
Ammospiza caudacuta diversa,New World Sparrows
Ammospiza nelsoni x caudacuta,New World Sparrows
Ammospiza nelsoni/caudacuta,New World Sparrows
Ammospiza sp.,New World Sparrows
Passerculus sandwichensis,New World Sparrows
Passerculus sandwichensis [sandwichensis Group],New World Sparrows
Passerculus sandwichensis oblitus,New World Sparrows
Passerculus sandwichensis mediogriseus,New World Sparrows
Passerculus sandwichensis labradorius,New World Sparrows
Passerculus sandwichensis savanna,New World Sparrows
Passerculus sandwichensis anthinus,New World Sparrows
Passerculus sandwichensis sandwichensis,New World Sparrows
Passerculus sandwichensis crassus,New World Sparrows
Passerculus sandwichensis brooksi,New World Sparrows
Passerculus sandwichensis alaudinus,New World Sparrows
Passerculus sandwichensis nevadensis,New World Sparrows
Passerculus sandwichensis rufofuscus,New World Sparrows
Passerculus sandwichensis brunnescens,New World Sparrows
Passerculus sandwichensis wetmorei,New World Sparrows
Passerculus sandwichensis princeps,New World Sparrows
Passerculus sandwichensis [guttatus Group],New World Sparrows
Passerculus sandwichensis beldingi,New World Sparrows
Passerculus sandwichensis anulus,New World Sparrows
Passerculus sandwichensis guttatus,New World Sparrows
Passerculus sandwichensis magdalenae,New World Sparrows
Passerculus sandwichensis sanctorum,New World Sparrows
Passerculus sandwichensis rostratus/atratus,New World Sparrows
Passerculus sandwichensis rostratus,New World Sparrows
Passerculus sandwichensis atratus,New World Sparrows
Centronyx bairdii,New World Sparrows
Centronyx henslowii,New World Sparrows
Centronyx henslowii susurrans,New World Sparrows
Centronyx henslowii henslowii,New World Sparrows
Ammodramus savannarum/Centronyx bairdii,New World Sparrows
Ammodramus savannarum/Centronyx henslowii,New World Sparrows
Xenospiza baileyi,New World Sparrows
Melospiza melodia,New World Sparrows
Melospiza melodia melodia/atlantica,New World Sparrows
Melospiza melodia melodia,New World Sparrows
Melospiza melodia atlantica,New World Sparrows
Melospiza melodia sanaka/maxima,New World Sparrows
Melospiza melodia maxima,New World Sparrows
Melospiza melodia sanaka,New World Sparrows
Melospiza melodia [rufina Group],New World Sparrows
Melospiza melodia insignis,New World Sparrows
Melospiza melodia kenaiensis,New World Sparrows
Melospiza melodia caurina,New World Sparrows
Melospiza melodia rufina,New World Sparrows
Melospiza melodia morphna,New World Sparrows
Melospiza melodia montana/merrilli,New World Sparrows
Melospiza melodia merrilli,New World Sparrows
Melospiza melodia montana,New World Sparrows
Melospiza melodia [heermanni Group],New World Sparrows
Melospiza melodia cleonensis,New World Sparrows
Melospiza melodia gouldii,New World Sparrows
Melospiza melodia maxillaris,New World Sparrows
Melospiza melodia heermanni,New World Sparrows
Melospiza melodia graminea,New World Sparrows
Melospiza melodia samuelis,New World Sparrows
Melospiza melodia pusillula,New World Sparrows
Melospiza melodia [fallax Group],New World Sparrows
Melospiza melodia fallax,New World Sparrows
Melospiza melodia rivularis,New World Sparrows
Melospiza melodia goldmani,New World Sparrows
Melospiza melodia [mexicana Group],New World Sparrows
Melospiza melodia mexicana,New World Sparrows
Melospiza melodia villai,New World Sparrows
Melospiza melodia adusta,New World Sparrows
Melospiza melodia zacapu,New World Sparrows
Melospiza lincolnii,New World Sparrows
Melospiza lincolnii lincolnii,New World Sparrows
Melospiza lincolnii gracilis,New World Sparrows
Melospiza lincolnii alticola,New World Sparrows
Melospiza georgiana,New World Sparrows
Melospiza georgiana ericrypta,New World Sparrows
Melospiza georgiana georgiana,New World Sparrows
Melospiza georgiana nigrescens,New World Sparrows
Melospiza melodia x georgiana,New World Sparrows
Melospiza lincolnii/georgiana,New World Sparrows
Pezopetes capitalis,New World Sparrows
Torreornis inexpectata,New World Sparrows
Torreornis inexpectata inexpectata,New World Sparrows
Torreornis inexpectata sigmani,New World Sparrows
Torreornis inexpectata varonai,New World Sparrows
Melozone kieneri,New World Sparrows
Melozone kieneri grisior,New World Sparrows
Melozone kieneri kieneri,New World Sparrows
Melozone kieneri rubricata,New World Sparrows
Melozone fusca,New World Sparrows
Melozone fusca mesoleuca,New World Sparrows
Melozone fusca intermedia,New World Sparrows
Melozone fusca jamesi,New World Sparrows
Melozone fusca mesata,New World Sparrows
Melozone fusca texana,New World Sparrows
Melozone fusca perpallida,New World Sparrows
Melozone fusca fusca,New World Sparrows
Melozone fusca potosina,New World Sparrows
Melozone fusca campoi,New World Sparrows
Melozone fusca toroi,New World Sparrows
Melozone albicollis,New World Sparrows
Melozone albicollis marshalli,New World Sparrows
Melozone albicollis albicollis,New World Sparrows
Melozone aberti,New World Sparrows
Melozone aberti aberti,New World Sparrows
Melozone aberti dumeticola,New World Sparrows
Melozone aberti vorhiesi,New World Sparrows
Melozone fusca x aberti,New World Sparrows
Melozone fusca/aberti,New World Sparrows
Melozone crissalis,New World Sparrows
Melozone crissalis bullata,New World Sparrows
Melozone crissalis carolae,New World Sparrows
Melozone crissalis petulans,New World Sparrows
Melozone crissalis crissalis,New World Sparrows
Melozone crissalis eremophila,New World Sparrows
Melozone crissalis senicula,New World Sparrows
Melozone crissalis aripolia,New World Sparrows
Melozone crissalis albigula,New World Sparrows
Melozone leucotis,New World Sparrows
Melozone leucotis occipitalis,New World Sparrows
Melozone leucotis leucotis/nigrior,New World Sparrows
Melozone leucotis nigrior,New World Sparrows
Melozone leucotis leucotis,New World Sparrows
Melozone biarcuata,New World Sparrows
Melozone cabanisi,New World Sparrows
